train_acc,train_loss,val_acc,val_loss
0.009600000000000001,4.609349,0.0104,4.6072426
0.009326315789473684,4.606856,0.0092,4.606588
0.009747368421052631,4.606221,0.0084,4.606326
0.009621052631578947,4.6059957,0.0076,4.6067405
0.009894736842105262,4.605887,0.0076,4.6068487
0.009157894736842104,4.605854,0.008,4.6074386
0.009536842105263158,4.605796,0.007200000000000001,4.6064878
0.009600000000000001,4.605741,0.0072,4.6065044
0.00936842105263158,4.6058245,0.0076,4.606773
0.00911578947368421,4.605722,0.007600000000000001,4.606493
0.009094736842105263,4.605707,0.007200000000000001,4.6067543
0.00991578947368421,4.6056848,0.007200000000000001,4.606875
0.01031578947368421,4.605694,0.0072,4.6067576
0.009621052631578949,4.6057706,0.0072,4.6070194
0.01031578947368421,4.6056013,0.0064,4.607117
0.010189473684210526,4.605697,0.0064,4.6069283
0.009978947368421053,4.6056433,0.006400000000000001,4.606851
0.009557894736842107,4.605589,0.0064,4.6070666
0.009305263157894737,4.605721,0.008,4.6070356
0.010168421052631578,4.605619,0.009600000000000001,4.6071076
0.009557894736842105,4.605697,0.0076,4.60696
0.009494736842105262,4.605709,0.0096,4.6069374
0.009726315789473684,4.6055274,0.0084,4.6068287
0.00911578947368421,4.6056395,0.0076,4.6071053
0.009536842105263156,4.605607,0.008400000000000001,4.606719
0.009747368421052631,4.6055884,0.0068,4.6069484
0.008652631578947368,4.605668,0.009200000000000002,4.6063566
0.009326315789473684,4.605582,0.0092,4.606698
0.009494736842105262,4.605624,0.0072,4.606878
0.009515789473684212,4.605743,0.0072,4.6067147
0.009726315789473684,4.605586,0.0068000000000000005,4.60705
0.010147368421052632,4.6056385,0.012000000000000002,4.6066813
0.009136842105263157,4.605577,0.0072,4.606729
0.009789473684210527,4.6055737,0.007200000000000001,4.6067944
0.010147368421052632,4.605596,0.0072,4.6072116
0.009536842105263156,4.6055,0.007200000000000001,4.607204
0.009578947368421055,4.6055546,0.0072,4.607279
0.009684210526315788,4.6055717,0.0072,4.607307
0.009389473684210526,4.605557,0.0072,4.607248
0.009957894736842107,4.605589,0.0072,4.607244
0.00934736842105263,4.605559,0.0072,4.6072307
0.00983157894736842,4.605585,0.008,4.6071186
0.009431578947368423,4.6056004,0.008,4.6071424
0.009452631578947369,4.6054997,0.0076,4.607347
0.009557894736842105,4.605552,0.008,4.607165
0.010021052631578946,4.6055136,0.006400000000000001,4.6069264
0.010000000000000002,4.6055,0.0064,4.6069865
0.009494736842105262,4.605569,0.0064,4.606841
0.009431578947368423,4.605488,0.008,4.6070714
0.009431578947368423,4.60551,0.0076,4.6068597
0.00888421052631579,4.605557,0.008400000000000001,4.606763
0.010442105263157893,4.605456,0.008,4.6068945
0.009494736842105262,4.605486,0.0064,4.6067276
0.009410526315789475,4.6055226,0.01,4.6066113
0.00873684210526316,4.6054573,0.009600000000000001,4.6065974
0.008947368421052631,4.605545,0.008,4.6064086
0.009894736842105265,4.605557,0.0064,4.606867
0.00968421052631579,4.605448,0.0096,4.6072435
0.009789473684210527,4.6055293,0.0076,4.6074014
0.010126315789473685,4.605457,0.0076,4.6074347
0.009642105263157895,4.6054616,0.0088,4.607205
0.01002105263157895,4.605495,0.007200000000000001,4.607067
0.009915789473684213,4.6054683,0.0072,4.6070957
0.009642105263157895,4.605501,0.007200000000000001,4.606989
0.009642105263157895,4.6055155,0.0084,4.6071916
0.009747368421052631,4.605462,0.009600000000000001,4.6069307
0.00928421052631579,4.6054945,0.0076,4.607018
0.009242105263157895,4.605449,0.0084,4.6070223
0.009094736842105263,4.605498,0.0076,4.6069584
0.009810526315789474,4.605483,0.006400000000000001,4.6070147
0.009684210526315788,4.605418,0.0084,4.6070976
0.009473684210526316,4.605473,0.0072,4.6070514
0.00976842105263158,4.605445,0.0076,4.607138
0.009873684210526316,4.6054244,0.0076,4.6071596
0.009600000000000001,4.6054626,0.0088,4.6071978
0.0092,4.605427,0.0076,4.6072397
0.009915789473684213,4.6054583,0.0076,4.607197
0.009536842105263158,4.6054473,0.008400000000000001,4.6071
0.010042105263157896,4.6054163,0.008,4.6069508
0.009642105263157895,4.6055255,0.008,4.6083827
0.009536842105263158,4.605513,0.008,4.6070957
0.01,4.605425,0.007200000000000001,4.607028
0.009242105263157895,4.605478,0.0072,4.606785
0.00976842105263158,4.6054006,0.0072,4.6066637
0.009705263157894738,4.6054583,0.0104,4.606897
0.009621052631578949,4.6054583,0.0104,4.606843
0.009157894736842104,4.6054044,0.0076,4.606958
0.009242105263157894,4.6054544,0.0076,4.606971
0.009557894736842105,4.6054244,0.0092,4.607039
0.009663157894736842,4.6054378,0.0068000000000000005,4.6070933
0.009452631578947369,4.605485,0.008400000000000001,4.6069636
0.009768421052631579,4.6054244,0.009600000000000001,4.6069813
0.010063157894736843,4.6054544,0.007200000000000001,4.6069293
0.010063157894736842,4.605453,0.0064,4.606772
0.009326315789473684,4.6053944,0.0064,4.6065226
0.010189473684210526,4.605482,0.006400000000000001,4.606708
0.009263157894736843,4.6054463,0.006400000000000001,4.606906
0.009978947368421053,4.605443,0.008,4.606882
0.009747368421052633,4.6054716,0.0064,4.606833
0.009410526315789475,4.605447,0.0064,4.6073165
