train_acc,train_loss,val_acc,val_loss
0.012231578947368418,4.892653,0.0176,4.5569863
0.020926315789473685,4.510361,0.0268,4.4430223
0.024294736842105265,4.420496,0.032,4.3236217
0.030547368421052636,4.326323,0.046000000000000006,4.223011
0.03795789473684211,4.2566934,0.0368,4.2120967
0.044568421052631584,4.1988072,0.058800000000000005,4.133011
0.05242105263157895,4.134553,0.066,4.0200152
0.05781052631578948,4.0930877,0.062,4.039113
0.06197894736842106,4.056974,0.08199999999999999,3.9685943
0.0664421052631579,4.006739,0.084,3.921228
0.07511578947368422,3.9680755,0.0772,3.9086945
0.0836842105263158,3.9077103,0.1012,3.8083408
0.09010526315789476,3.8612494,0.0868,3.8775132
0.09507368421052634,3.8318899,0.10279999999999999,3.7750723
0.10294736842105265,3.7838848,0.1192,3.6872773
0.1068421052631579,3.7515962,0.11599999999999999,3.7497492
0.11191578947368423,3.7177494,0.1356,3.6417007
0.11863157894736844,3.6690907,0.1328,3.6121154
0.12006315789473684,3.6505797,0.128,3.6497269
0.12602105263157895,3.6108627,0.14400000000000002,3.552265
0.13109473684210526,3.5914676,0.13720000000000002,3.567678
0.13336842105263158,3.5792313,0.1264,3.5709426
0.14054736842105264,3.5198262,0.1492,3.443921
0.14562105263157896,3.495333,0.12719999999999998,3.6034927
0.14974736842105263,3.4706595,0.1592,3.4213605
0.15658947368421053,3.4181423,0.15400000000000003,3.4074914
0.1591157894736842,3.40687,0.1612,3.3878381
0.16536842105263158,3.3567743,0.17120000000000002,3.2927473
0.17366315789473682,3.3175473,0.1576,3.3915753
0.17484210526315788,3.3098042,0.1684,3.3945167
0.18566315789473684,3.2538214,0.198,3.221595
0.1876421052631579,3.2350967,0.1824,3.3080084
0.18903157894736844,3.2156162,0.19720000000000001,3.1932027
0.19669473684210526,3.1765232,0.19399999999999998,3.2046785
0.19846315789473687,3.1654034,0.1788,3.2331626
0.20145263157894736,3.1397805,0.21839999999999996,3.094743
0.21122105263157895,3.1087377,0.1912,3.2462182
0.20680000000000004,3.108977,0.20199999999999999,3.1598456
0.21469473684210524,3.060818,0.2316,3.040053
0.21854736842105263,3.0472984,0.19920000000000002,3.1828878
0.22446315789473686,3.0270183,0.234,3.0113907
0.23174736842105262,2.988719,0.2304,3.0219333
0.23250526315789474,2.984926,0.22120000000000004,3.0662613
0.23886315789473686,2.9542396,0.24359999999999998,2.934299
0.24732631578947373,2.9204137,0.22159999999999996,3.0640519
0.24486315789473684,2.9248476,0.23839999999999997,2.9860218
0.2523789473684211,2.8830338,0.256,2.873922
0.2554526315789474,2.869885,0.2284,2.985742
0.25726315789473686,2.8601913,0.2532,2.8934226
0.2663789473684211,2.8255737,0.25560000000000005,2.8903725
0.2654105263157895,2.824371,0.24160000000000004,2.9266117
0.26806315789473684,2.7987614,0.2728,2.8090162
0.2730105263157895,2.7812223,0.2484,2.9117107
0.2721684210526316,2.7831066,0.254,2.8605936
0.2853894736842105,2.7296562,0.2896,2.7420053
0.2787157894736842,2.7416403,0.2456,2.918792
0.2868,2.721896,0.2768,2.8170261
0.2896842105263158,2.6947856,0.2828,2.7461224
0.28983157894736844,2.6908414,0.272,2.8093905
0.2954736842105264,2.6681857,0.2952,2.6978915
0.29736842105263156,2.6471488,0.26239999999999997,2.832499
0.2981684210526316,2.646177,0.2884,2.7428372
0.30538947368421054,2.6157303,0.2964,2.6609087
0.30469473684210524,2.613717,0.2644,2.8347175
0.3063368421052632,2.6088352,0.2936,2.6813781
0.31427368421052626,2.5739741,0.2988,2.6615784
0.3111368421052632,2.5874922,0.26960000000000006,2.7523985
0.3187157894736842,2.553136,0.30000000000000004,2.6429303
0.3226105263157895,2.5382802,0.282,2.7526526
0.31623157894736836,2.561945,0.3052,2.6646225
0.3220842105263158,2.5199397,0.32519999999999993,2.5778327
0.3270105263157894,2.5187385,0.2836,2.7401845
0.32943157894736846,2.5100043,0.3152,2.606766
0.33585263157894735,2.4791372,0.30639999999999995,2.6066973
0.3353894736842105,2.4798894,0.2844,2.7594297
0.3394105263157894,2.4641566,0.31880000000000003,2.576672
0.34012631578947367,2.4499707,0.3044,2.6247087
0.3366526315789473,2.4723516,0.31360000000000005,2.6407895
0.34618947368421055,2.4229956,0.33160000000000006,2.506259
0.3451578947368421,2.429236,0.3,2.651122
0.3508421052631579,2.420586,0.3344,2.5371919
0.3535157894736842,2.3916278,0.34120000000000006,2.5071635
0.3501473684210526,2.408991,0.3052,2.5884247
0.35642105263157897,2.3833132,0.3396,2.4639993
0.36094736842105263,2.3620737,0.3164,2.5675387
0.3545052631578947,2.3800168,0.3296,2.578523
0.3630526315789474,2.353174,0.34600000000000003,2.4505272
0.36170526315789475,2.353106,0.3136,2.5772676
0.363978947368421,2.3436797,0.3448,2.4830139
0.3699368421052632,2.3247797,0.34080000000000005,2.5018823
0.365578947368421,2.3378127,0.31999999999999995,2.5757504
0.3690105263157895,2.3212504,0.3484,2.4184754
0.37225263157894734,2.3004029,0.324,2.4969165
0.3716421052631579,2.31245,0.33039999999999997,2.5120091
0.37882105263157895,2.288267,0.35960000000000003,2.380646
0.37673684210526315,2.2828875,0.3296,2.5978372
0.37728421052631583,2.285254,0.35239999999999994,2.4195676
0.38376842105263154,2.260548,0.35120000000000007,2.426084
0.3825894736842106,2.265229,0.33120000000000005,2.5449824
0.38621052631578945,2.2483969,0.3676,2.3621957
